"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-116.34","51.44","YOHO PARK","11790J1","2019-01-01","2019","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-02","2019","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-03","2019","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-04","2019","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-05","2019","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-06","2019","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-07","2019","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-08","2019","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-09","2019","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-10","2019","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-11","2019","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-12","2019","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-13","2019","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-14","2019","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2019-01-15","2019","01","15","","","","","","","","","","","","","","","","","","","","","","",""
