"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-116.34","51.44","YOHO PARK","11790J1","2023-01-14","2023","01","14","","1.2","","-1.6","","-0.2","","18.2","","0.0","","","","","","0.2","","62","","27","","38",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-15","2023","01","15","","2.5","","-3.3","","-0.4","","18.4","","0.0","","","","","","0.0","","63","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-16","2023","01","16","","0.1","","-2.8","","-1.3","","19.3","","0.0","","","","","","0.0","","65","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-17","2023","01","17","","-1.3","","-5.0","","-3.1","","21.1","","0.0","","","","","","0.0","","64","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-18","2023","01","18","","2.8","","-5.4","","-1.3","","19.3","","0.0","","","","","","0.0","","62","","26","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-19","2023","01","19","","-3.0","","-9.8","","-6.4","","24.4","","0.0","","","","","","0.0","","63","","26","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-20","2023","01","20","","-2.5","","-11.2","","-6.8","","24.8","","0.0","","","","","","0.0","","60","","25","","36",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-21","2023","01","21","","-4.8","","-10.0","","-7.4","","25.4","","0.0","","","","","","0.0","","61","","25","","50",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-22","2023","01","22","","0.6","","-11.2","","-5.3","","23.3","","0.0","","","","","","0.0","","61","","27","","44",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-23","2023","01","23","","-5.8","","-11.5","","-8.6","","26.6","","0.0","","","","","","0.0","","62","","25","","50",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-24","2023","01","24","","-5.4","","-8.1","","-6.7","","24.7","","0.0","","","","","","0.0","","66","","26","","47",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-25","2023","01","25","","-2.4","","-8.7","","-5.5","","23.5","","0.0","","","","","","0.0","","66","","26","","40",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-26","2023","01","26","","-3.3","","-5.8","","-4.6","","22.6","","0.0","","","","","","0.0","","67","","25","","49",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-27","2023","01","27","","2.6","","-10.8","","-4.1","","22.1","","0.0","","","","","","0.0","","72","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-28","2023","01","28","","-10.6","","-26.7","","-18.6","","36.6","","0.0","","","","","","0.0","","70","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-29","2023","01","29","","-13.7","","-31.5","","-22.6","","40.6","","0.0","","","","","","0.0","","69","","25","","35",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-30","2023","01","30","","-16.5","","-23.7","","-20.1","","38.1","","0.0","","","","","","0.0","","68","","26","","61",""
"-116.34","51.44","YOHO PARK","11790J1","2023-01-31","2023","01","31","","-14.2","","-18.9","","-16.6","","34.6","","0.0","","","","","","0.0","","68","","27","","63",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-01","2023","02","01","","-10.1","","-15.1","","-12.6","","30.6","","0.0","","","","","","0.0","","72","","27","","53",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-02","2023","02","02","","-4.3","","-10.8","","-7.6","","25.6","","0.0","","","","","","0.0","","74","","27","","51",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-03","2023","02","03","","0.3","","-9.0","","-4.4","","22.4","","0.0","","","","","","0.0","","76","","26","","54",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-04","2023","02","04","","-0.8","","-4.8","","-2.8","","20.8","","0.0","","","","","","0.0","","75","","26","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-05","2023","02","05","","-1.3","","-4.2","","-2.7","","20.7","","0.0","","","","","","0.0","","77","","23","","43",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-06","2023","02","06","","-0.5","","-5.4","","-2.9","","20.9","","0.0","","","","","","0.0","","77","","23","","45",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-07","2023","02","07","","-0.2","","-3.2","","-1.7","","19.7","","0.0","","","","","","0.0","","76","","28","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-08","2023","02","08","","-0.1","","-10.0","","-5.1","","23.1","","0.0","","","","","","0.0","","80","","23","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-09","2023","02","09","","-3.7","","-10.0","","-6.8","","24.8","","0.0","","","","","","0.0","","78","","25","","50",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-10","2023","02","10","","1.1","","-6.0","","-2.5","","20.5","","0.0","","","","","","0.0","","76","","26","","58",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-11","2023","02","11","","0.4","","-5.8","","-2.7","","20.7","","0.0","","","","","","0.0","","75","","24","","43",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-12","2023","02","12","","-2.8","","-6.2","","-4.5","","22.5","","0.0","","","","","","0.0","","74","","26","","52",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-13","2023","02","13","","-0.9","","-11.2","","-6.1","","24.1","","0.0","","","","","","0.0","","76","","26","","56",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-14","2023","02","14","","-0.6","","-18.8","","-9.7","","27.7","","0.0","","","","","","0.0","","79","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-15","2023","02","15","","-2.6","","-14.1","","-8.4","","26.4","","0.0","","","","","","0.0","","77","","23","","44",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-16","2023","02","16","","-3.5","","-9.3","","-6.4","","24.4","","0.0","","","","","","0.0","","77","","26","","47",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-17","2023","02","17","","-1.2","","-8.1","","-4.6","","22.6","","0.0","","","","","","0.0","","79","","25","","49",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-18","2023","02","18","","-3.0","","-8.9","","-6.0","","24.0","","0.0","","","","","","0.0","","80","","26","","38",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-19","2023","02","19","","-3.8","","-6.2","","-5.0","","23.0","","0.0","","","","","","0.0","","82","","27","","41",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-20","2023","02","20","","-1.2","","-6.0","","-3.6","","21.6","","0.0","","","","","","0.0","","101","","26","","36",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-21","2023","02","21","","-5.8","","-19.7","","-12.8","","30.8","","0.0","","","","","","0.0","","114","","7","","46",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-22","2023","02","22","","-18.9","","-24.9","","-21.9","","39.9","","0.0","","","","","","0.0","","108","","4","","47",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-23","2023","02","23","","-18.4","","-27.5","","-22.9","","40.9","","0.0","","","","","","0.0","","104","","8","","46",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-24","2023","02","24","","-15.2","","-35.8","","-25.5","","43.5","","0.0","","","","","","0.0","","102","","27","","51",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-25","2023","02","25","","-11.4","","-19.2","","-15.3","","33.3","","0.0","","","","","","0.0","","100","","27","","58",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-26","2023","02","26","","-3.5","","-11.5","","-7.5","","25.5","","0.0","","","","","","0.0","","105","","26","","45",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-27","2023","02","27","","-2.6","","-17.7","","-10.2","","28.2","","0.0","","","","","","0.0","","106","","26","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-02-28","2023","02","28","","-0.3","","-17.9","","-9.1","","27.1","","0.0","","","","","","0.0","","104","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-01","2023","03","01","","-4.5","","-12.4","","-8.4","","26.4","","0.0","","","","","","0.0","","101","","26","","44",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-02","2023","03","02","","-1.6","","-10.1","","-5.9","","23.9","","0.0","","","","","","0.0","","100","","27","","61",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-03","2023","03","03","","-3.3","","-10.2","","-6.7","","24.7","","0.0","","","","","","0.0","","102","","25","","40",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-04","2023","03","04","","-1.6","","-20.2","","-10.9","","28.9","","0.0","","","","","","0.0","","103","","4","","34",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-05","2023","03","05","","-5.4","","-15.0","","-10.2","","28.2","","0.0","","","","","","0.0","","102","","6","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-06","2023","03","06","","-3.7","","-18.2","","-10.9","","28.9","","0.0","","","","","","0.0","","100","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-07","2023","03","07","","0.5","","-22.8","","-11.1","","29.1","","0.0","","","","","","0.0","","99","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-03-08","2023","03","08","","-2.1","","-23.1","","-12.6","","30.6","","0.0","","","","","","0.0","","98","","8","","36",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-09","2023","03","09","","-2.5","","-23.4","","-12.9","","30.9","","0.0","","","","","","0.0","","97","","6","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-10","2023","03","10","","-2.0","","-21.7","","-11.9","","29.9","","0.0","","","","","","0.0","","97","","5","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-11","2023","03","11","","-0.4","","-17.5","","-9.0","","27.0","","0.0","","","","","","0.0","","96","","8","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-12","2023","03","12","","3.5","","-16.2","","-6.4","","24.4","","0.0","","","","","","0.0","","95","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-13","2023","03","13","","1.4","","-7.1","","-2.9","","20.9","","0.0","","","","","","0.0","","97","","26","","46",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-14","2023","03","14","","2.7","","-14.5","","-5.9","","23.9","","0.0","","","","","","0.0","","111","","27","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-15","2023","03","15","","0.7","","-21.4","","-10.3","","28.3","","0.0","","","","","","0.0","","107","","27","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-16","2023","03","16","","3.9","","-20.2","","-8.2","","26.2","","0.0","","","","","","0.0","","106","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-17","2023","03","17","","3.3","","-20.8","","-8.7","","26.7","","0.0","","","","","","0.2","","104","","25","","34",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-18","2023","03","18","","5.0","","-16.3","","-5.6","","23.6","","0.0","","","","","","0.7","","103","","25","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-19","2023","03","19","","9.3","","-16.1","","-3.4","","21.4","","0.0","","","","","","3.1","","101","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-20","2023","03","20","","7.9","","-12.2","","-2.2","","20.2","","0.0","","","","","","34.7","","99","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-21","2023","03","21","","7.7","","-17.0","","-4.7","","22.7","","0.0","","","","","","0.0","","96","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-22","2023","03","22","","9.1","","-16.7","","-3.8","","21.8","","0.0","","","","","","0.0","","95","","25","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-23","2023","03","23","","6.8","","-15.4","","-4.3","","22.3","","0.0","","","","","","0.0","","94","","27","","42",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-24","2023","03","24","","5.7","","-8.3","","-1.3","","19.3","","0.0","","","","","","1.3","","94","","24","","35",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-25","2023","03","25","","4.1","","-6.6","","-1.2","","19.2","","0.0","","","","","","0.7","","95","","26","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-26","2023","03","26","","4.9","","-14.1","","-4.6","","22.6","","0.0","","","","","","0.2","","93","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-27","2023","03","27","","1.9","","-13.0","","-5.5","","23.5","","0.0","","","","","","3.4","","96","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-28","2023","03","28","","6.2","","-18.1","","-6.0","","24.0","","0.0","","","","","","0.2","","99","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-29","2023","03","29","","7.7","","-17.3","","-4.8","","22.8","","0.0","","","","","","0.0","","95","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-30","2023","03","30","","9.3","","-7.2","","1.1","","16.9","","0.0","","","","","","0.0","","94","","26","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-03-31","2023","03","31","","4.6","","-12.3","","-3.8","","21.8","","0.0","","","","","","0.0","","92","","25","","51",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-01","2023","04","01","","3.9","","-4.2","","-0.2","","18.2","","0.0","","","","","","1.6","","92","","25","","52",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-02","2023","04","02","","3.8","","-5.9","","-1.1","","19.1","","0.0","","","","","","3.2","","94","","27","","34",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-03","2023","04","03","","1.6","","-8.7","","-3.6","","21.6","","0.0","","","","","","1.1","","96","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-04","2023","04","04","","1.9","","-13.9","","-6.0","","24.0","","0.0","","","","","","0.5","","95","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-05","2023","04","05","","1.9","","-11.2","","-4.7","","22.7","","0.0","","","","","","0.0","","95","","24","","41",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-06","2023","04","06","","6.2","","-6.5","","-0.1","","18.1","","0.0","","","","","","0.0","","94","","27","","42",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-07","2023","04","07","","6.0","","0.3","","3.2","","14.8","","0.0","","","","","","0.0","","92","","26","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-08","2023","04","08","","6.9","","0.2","","3.5","","14.5","","0.0","","","","","","0.0","","90","","25","","53",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-09","2023","04","09","","7.7","","-0.4","","3.6","","14.4","","0.0","","","","","","1.5","","87","","27","","52",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-10","2023","04","10","","4.8","","-0.9","","1.9","","16.1","","0.0","","","","","","7.7","","81","","26","","67",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-11","2023","04","11","","4.0","","-5.1","","-0.6","","18.6","","0.0","","","","","","14.1","","87","","26","","35",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-12","2023","04","12","","9.3","","-6.8","","1.3","","16.7","","0.0","","","","","","0.2","","95","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-13","2023","04","13","","6.6","","-11.5","","-2.4","","20.4","","0.0","","","","","","0.2","","88","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-14","2023","04","14","","8.4","","-10.7","","-1.2","","19.2","","0.0","","","","","","0.0","","85","","25","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-15","2023","04","15","","7.7","","-6.7","","0.5","","17.5","","0.0","","","","","","0.0","","85","","26","","45",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-16","2023","04","16","","9.2","","-0.9","","4.1","","13.9","","0.0","","","","","","1.0","","81","","27","","34",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-17","2023","04","17","","5.0","","-9.7","","-2.3","","20.3","","0.0","","","","","","15.2","","86","","26","","61",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-18","2023","04","18","","7.2","","-11.4","","-2.1","","20.1","","0.0","","","","","","0.8","","86","","4","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-19","2023","04","19","","5.3","","-4.3","","0.5","","17.5","","0.0","","","","","","2.4","","86","","26","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-20","2023","04","20","","10.5","","-8.0","","1.2","","16.8","","0.0","","","","","","0.0","","82","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-21","2023","04","21","","10.6","","-3.5","","3.6","","14.4","","0.0","","","","","","0.6","","79","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-22","2023","04","22","","6.8","","-4.5","","1.1","","16.9","","0.0","","","","","","0.3","","77","","26","","40",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-23","2023","04","23","","7.9","","-0.8","","3.5","","14.5","","0.0","","","","","","1.0","","76","","22","","35",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-24","2023","04","24","","11.0","","0.1","","5.6","","12.4","","0.0","","","","","","4.4","","72","","26","","35",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-25","2023","04","25","","10.2","","0.3","","5.3","","12.7","","0.0","","","","","","0.0","","64","","25","","54",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-26","2023","04","26","","5.8","","-1.0","","2.4","","15.6","","0.0","","","","","","1.5","","62","","26","","48",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-27","2023","04","27","","11.6","","-2.2","","4.7","","13.3","","0.0","","","","","","0.0","","58","","26","","45",""
"-116.34","51.44","YOHO PARK","11790J1","2023-04-28","2023","04","28","","","M","","M","","M","","M","","M","","","","","","M","54","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-04-29","2023","04","29","","","M","","M","","M","","M","","M","","","","","","M","47","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-04-30","2023","04","30","","22.8","","-2.3","","10.2","","7.8","","0.0","","","","","","0.0","","41","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-01","2023","05","01","","","M","","M","","M","","M","","M","","","","","","M","33","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-02","2023","05","02","","25.0","","0.4","","12.7","","5.3","","0.0","","","","","","0.0","","24","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-03","2023","05","03","","25.3","","-0.1","","12.6","","5.4","","0.0","","","","","","0.0","","16","","26","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-04","2023","05","04","","25.3","","0.7","","13.0","","5.0","","0.0","","","","","","2.8","","5","","10","","49",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-05","2023","05","05","","21.9","","3.4","","12.7","","5.3","","0.0","","","","","","0.0","","0","","5","","45",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-06","2023","05","06","","16.8","","3.3","","10.1","","7.9","","0.0","","","","","","0.0","","0","","5","","46",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-07","2023","05","07","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-08","2023","05","08","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-09","2023","05","09","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-10","2023","05","10","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-11","2023","05","11","","17.9","","-1.6","","8.1","","9.9","","0.0","","","","","","0.0","","0","","26","","38",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-12","2023","05","12","","22.6","","-2.2","","10.2","","7.8","","0.0","","","","","","0.0","","0","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-13","2023","05","13","","25.8","","-1.1","","12.3","","5.7","","0.0","","","","","","0.0","","","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-14","2023","05","14","","28.6","","0.2","","14.4","","3.6","","0.0","","","","","","0.0","","0","","9","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-15","2023","05","15","","28.3","","1.4","","14.8","","3.2","","0.0","","","","","","0.0","","0","","24","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-16","2023","05","16","","25.7","","3.1","","14.4","","3.6","","0.0","","","","","","0.0","","0","","5","","31",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-17","2023","05","17","","22.3","","5.2","","13.7","","4.3","","0.0","","","","","","0.0","","0","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-18","2023","05","18","","24.1","","3.4","","13.7","","4.3","","0.0","","","","","","0.0","","0","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-19","2023","05","19","","25.0","","5.2","","15.1","","2.9","","0.0","","","","","","0.0","","0","","26","","47",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-20","2023","05","20","","26.2","","2.7","","14.5","","3.5","","0.0","","","","","","0.0","","0","","25","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-21","2023","05","21","","23.3","","5.3","","14.3","","3.7","","0.0","","","","","","1.1","","0","","27","","56",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-22","2023","05","22","","","M","","M","","M","","M","","M","","","","","","M","1","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-23","2023","05","23","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-24","2023","05","24","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-25","2023","05","25","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-26","2023","05","26","","22.5","","1.8","","12.1","","5.9","","0.0","","","","","","0.0","","0","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-27","2023","05","27","","24.9","","2.4","","13.7","","4.3","","0.0","","","","","","0.0","","0","","26","","34",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-28","2023","05","28","","23.1","","5.2","","14.1","","3.9","","0.0","","","","","","0.0","","0","","25","","48",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-29","2023","05","29","","","M","","M","","M","","M","","M","","","","","","M","0","","","M","","M"
"-116.34","51.44","YOHO PARK","11790J1","2023-05-30","2023","05","30","","22.4","","1.1","","11.7","","6.3","","0.0","","","","","","0.0","","0","","26","","50",""
"-116.34","51.44","YOHO PARK","11790J1","2023-05-31","2023","05","31","","22.5","","1.5","","12.0","","6.0","","0.0","","","","","","0.0","","0","","26","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-01","2023","06","01","","16.1","","6.3","","11.2","","6.8","","0.0","","","","","","0.0","","0","","7","","38",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-02","2023","06","02","","24.7","","2.0","","13.4","","4.6","","0.0","","","","","","0.0","","0","","","","",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-03","2023","06","03","","27.5","","5.6","","16.5","","1.5","","0.0","","","","","","0.0","","0","","25","","37",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-04","2023","06","04","","26.5","","5.3","","15.9","","2.1","","0.0","","","","","","0.0","","0","","25","","39",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-05","2023","06","05","","25.0","","3.6","","14.3","","3.7","","0.0","","","","","","0.0","","0","","25","","52",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-06","2023","06","06","","25.5","","-0.3","","12.6","","5.4","","0.0","","","","","","0.0","","0","","25","","41",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-07","2023","06","07","","29.0","","0.8","","14.9","","3.1","","0.0","","","","","","0.0","","0","","26","","33",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-08","2023","06","08","","30.3","","4.6","","17.4","","0.6","","0.0","","","","","","0.0","","0","","6","","32",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-09","2023","06","09","","26.1","","11.6","","18.8","","0.0","","0.8","","","","","","0.0","","0","","7","","58",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-10","2023","06","10","","24.2","","11.6","","17.9","","0.1","","0.0","","","","","","0.0","","0","","26","","38",""
"-116.34","51.44","YOHO PARK","11790J1","2023-06-11","2023","06","11","","23.2","","10.1","","16.7","","1.3","","0.0","","","","","","1.6","","0","","7","","31",""
